,phrase_id,doc_id,text,lemma,numbers,cases,relations,heads,pairs,relation,head,final_number,final_case
5708,283311,102256,Erika Baptista,Erik Baptist,"[['sg', 'sg', 'sg']]","[['acc', 'gen', 'nom']]",['agreement'],['Erik'],"[('Erika', 'Baptista')]",agreement,Erik,sg,acc
5708,283311,102256,Erika Baptista,Erik Baptist,"[['sg', 'sg', 'sg']]","[['acc', 'gen', 'nom']]",['agreement'],['Erik'],"[('Erika', 'Baptista')]",agreement,Erik,sg,gen
5708,283311,102256,Erika Baptista,Erik Baptist,"[['sg', 'sg', 'sg']]","[['acc', 'gen', 'nom']]",['agreement'],['Erik'],"[('Erika', 'Baptista')]",agreement,Erik,sg,nom
5724,473731,102264,sztabu Radwańskiej,sztab Radwańskiej,['sg'],['gen'],['agreement'],['sztab'],"[('sztabu', 'Radwańskiej')]",agreement,sztab,sg,gen
5726,283413,102264,Agnieszki Radwańskiej,Agnieszka Radwańska,['sg'],['gen'],['agreement'],['Agnieszka'],"[('Agnieszki', 'Radwańskiej')]",agreement,Agnieszka,sg,gen
5737,473812,102267,Windows Media Playera,Windows Media Player,"[None, ['pl', 'pl', 'pl']]","[None, ['acc', 'voc', 'nom']]","[None, 'agreement']","[None, 'Media']","[('Windows', 'Media'), ('Media', 'Playera')]",agreement,Media,pl,acc
5737,473812,102267,Windows Media Playera,Windows Media Player,"[None, ['pl', 'pl', 'pl']]","[None, ['acc', 'voc', 'nom']]","[None, 'agreement']","[None, 'Media']","[('Windows', 'Media'), ('Media', 'Playera')]",agreement,Media,pl,voc
5737,473812,102267,Windows Media Playera,Windows Media Player,"[None, ['pl', 'pl', 'pl']]","[None, ['acc', 'voc', 'nom']]","[None, 'agreement']","[None, 'Media']","[('Windows', 'Media'), ('Media', 'Playera')]",agreement,Media,pl,nom
5741,473734,102270,halach targowych,hale targowe,"[['pl', 'pl']]","[['loc', 'gen']]",['agreement'],['hale'],"[('halach', 'targowych')]",agreement,hale,pl,loc
5741,473734,102270,halach targowych,hale targowe,"[['pl', 'pl']]","[['loc', 'gen']]",['agreement'],['hale'],"[('halach', 'targowych')]",agreement,hale,pl,gen
5742,283508,102270,Morza Śródziemnego,Morze Śródziemne,['sg'],['gen'],['agreement'],['Morze'],"[('Morza', 'Śródziemnego')]",agreement,Morze,sg,gen
5744,473744,102272,Teatru Narodowego,Teatr Narodowy,['sg'],['gen'],['agreement'],['Teatr'],"[('Teatru', 'Narodowego')]",agreement,Teatr,sg,gen
5751,473860,102276,zjawisk społeczno-ekonomicznych,zjawiska społeczno-ekonomiczne,['pl'],['gen'],['agreement'],['zjawiska'],"[('zjawisk', 'społeczno-ekonomicznych')]",agreement,zjawiska,pl,gen
5759,283595,102283,Partii Piratów,Partia Piratów,['pl'],['gen'],['agreement'],['Partia'],"[('Partii', 'Piratów')]",agreement,Partia,pl,gen
5761,283610,102283,Partię Piratów,Partia Piratów,[['sg']],[['acc']],['government'],['Partia'],"[('Partię', 'Piratów')]",government,Partia,sg,acc
5764,473876,102283,prawa autorskiego,prawo autorskie,['sg'],['gen'],['agreement'],['prawo'],"[('prawa', 'autorskiego')]",agreement,prawo,sg,gen
5769,306795,102291,bitwie pod Lepanto,bitwa pod Lepanto,"[['sg', 'sg'], ['inst', 'acc']]","[['loc', 'dat'], ['nwok', 'nwok']]","['government', 'government']","['bitwa', 'pod']","[('bitwie', 'pod'), ('pod', 'Lepanto')]",government,bitwa,sg,loc
5769,306795,102291,bitwie pod Lepanto,bitwa pod Lepanto,"[['sg', 'sg'], ['inst', 'acc']]","[['loc', 'dat'], ['nwok', 'nwok']]","['government', 'government']","['bitwa', 'pod']","[('bitwie', 'pod'), ('pod', 'Lepanto')]",government,bitwa,sg,dat
5771,473888,102291,olimpiadzie biologicznej,olimpiada biologiczna,"[['sg', 'sg']]","[['loc', 'dat']]",['agreement'],['olimpiada'],"[('olimpiadzie', 'biologicznej')]",agreement,olimpiada,sg,loc
5771,473888,102291,olimpiadzie biologicznej,olimpiada biologiczna,"[['sg', 'sg']]","[['loc', 'dat']]",['agreement'],['olimpiada'],"[('olimpiadzie', 'biologicznej')]",agreement,olimpiada,sg,dat
5775,473896,102297,owocami morza,owoce morza,[['pl']],[['inst']],['government'],['owoce'],"[('owocami', 'morza')]",government,owoce,pl,inst
5778,283910,102301,Sonny'ego Bono,Sonny Bono,"[['sg.pl', 'sg', 'sg.pl', 'sg.pl', 'sg', 'pl', 'sg', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'pl', 'pl']]","[['inst', 'acc', 'acc', 'loc', 'nom', 'nom', 'voc', 'gen', 'nom', 'dat', 'voc', 'acc', 'voc']]",['agreement'],['Bono'],"[(""Sonny'ego"", 'Bono')]",agreement,Bono,sg.pl,inst
5778,283910,102301,Sonny'ego Bono,Sonny Bono,"[['sg.pl', 'sg', 'sg.pl', 'sg.pl', 'sg', 'pl', 'sg', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'pl', 'pl']]","[['inst', 'acc', 'acc', 'loc', 'nom', 'nom', 'voc', 'gen', 'nom', 'dat', 'voc', 'acc', 'voc']]",['agreement'],['Bono'],"[(""Sonny'ego"", 'Bono')]",agreement,Bono,sg,acc
5778,283910,102301,Sonny'ego Bono,Sonny Bono,"[['sg.pl', 'sg', 'sg.pl', 'sg.pl', 'sg', 'pl', 'sg', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'pl', 'pl']]","[['inst', 'acc', 'acc', 'loc', 'nom', 'nom', 'voc', 'gen', 'nom', 'dat', 'voc', 'acc', 'voc']]",['agreement'],['Bono'],"[(""Sonny'ego"", 'Bono')]",agreement,Bono,sg.pl,acc
5778,283910,102301,Sonny'ego Bono,Sonny Bono,"[['sg.pl', 'sg', 'sg.pl', 'sg.pl', 'sg', 'pl', 'sg', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'pl', 'pl']]","[['inst', 'acc', 'acc', 'loc', 'nom', 'nom', 'voc', 'gen', 'nom', 'dat', 'voc', 'acc', 'voc']]",['agreement'],['Bono'],"[(""Sonny'ego"", 'Bono')]",agreement,Bono,sg.pl,loc
5778,283910,102301,Sonny'ego Bono,Sonny Bono,"[['sg.pl', 'sg', 'sg.pl', 'sg.pl', 'sg', 'pl', 'sg', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'pl', 'pl']]","[['inst', 'acc', 'acc', 'loc', 'nom', 'nom', 'voc', 'gen', 'nom', 'dat', 'voc', 'acc', 'voc']]",['agreement'],['Bono'],"[(""Sonny'ego"", 'Bono')]",agreement,Bono,sg,nom
5778,283910,102301,Sonny'ego Bono,Sonny Bono,"[['sg.pl', 'sg', 'sg.pl', 'sg.pl', 'sg', 'pl', 'sg', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'pl', 'pl']]","[['inst', 'acc', 'acc', 'loc', 'nom', 'nom', 'voc', 'gen', 'nom', 'dat', 'voc', 'acc', 'voc']]",['agreement'],['Bono'],"[(""Sonny'ego"", 'Bono')]",agreement,Bono,pl,nom
5778,283910,102301,Sonny'ego Bono,Sonny Bono,"[['sg.pl', 'sg', 'sg.pl', 'sg.pl', 'sg', 'pl', 'sg', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'pl', 'pl']]","[['inst', 'acc', 'acc', 'loc', 'nom', 'nom', 'voc', 'gen', 'nom', 'dat', 'voc', 'acc', 'voc']]",['agreement'],['Bono'],"[(""Sonny'ego"", 'Bono')]",agreement,Bono,sg,voc
5778,283910,102301,Sonny'ego Bono,Sonny Bono,"[['sg.pl', 'sg', 'sg.pl', 'sg.pl', 'sg', 'pl', 'sg', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'pl', 'pl']]","[['inst', 'acc', 'acc', 'loc', 'nom', 'nom', 'voc', 'gen', 'nom', 'dat', 'voc', 'acc', 'voc']]",['agreement'],['Bono'],"[(""Sonny'ego"", 'Bono')]",agreement,Bono,sg.pl,gen
5778,283910,102301,Sonny'ego Bono,Sonny Bono,"[['sg.pl', 'sg', 'sg.pl', 'sg.pl', 'sg', 'pl', 'sg', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'pl', 'pl']]","[['inst', 'acc', 'acc', 'loc', 'nom', 'nom', 'voc', 'gen', 'nom', 'dat', 'voc', 'acc', 'voc']]",['agreement'],['Bono'],"[(""Sonny'ego"", 'Bono')]",agreement,Bono,sg.pl,nom
5778,283910,102301,Sonny'ego Bono,Sonny Bono,"[['sg.pl', 'sg', 'sg.pl', 'sg.pl', 'sg', 'pl', 'sg', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'pl', 'pl']]","[['inst', 'acc', 'acc', 'loc', 'nom', 'nom', 'voc', 'gen', 'nom', 'dat', 'voc', 'acc', 'voc']]",['agreement'],['Bono'],"[(""Sonny'ego"", 'Bono')]",agreement,Bono,sg.pl,dat
5778,283910,102301,Sonny'ego Bono,Sonny Bono,"[['sg.pl', 'sg', 'sg.pl', 'sg.pl', 'sg', 'pl', 'sg', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'pl', 'pl']]","[['inst', 'acc', 'acc', 'loc', 'nom', 'nom', 'voc', 'gen', 'nom', 'dat', 'voc', 'acc', 'voc']]",['agreement'],['Bono'],"[(""Sonny'ego"", 'Bono')]",agreement,Bono,sg.pl,voc
5778,283910,102301,Sonny'ego Bono,Sonny Bono,"[['sg.pl', 'sg', 'sg.pl', 'sg.pl', 'sg', 'pl', 'sg', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'pl', 'pl']]","[['inst', 'acc', 'acc', 'loc', 'nom', 'nom', 'voc', 'gen', 'nom', 'dat', 'voc', 'acc', 'voc']]",['agreement'],['Bono'],"[(""Sonny'ego"", 'Bono')]",agreement,Bono,pl,acc
5778,283910,102301,Sonny'ego Bono,Sonny Bono,"[['sg.pl', 'sg', 'sg.pl', 'sg.pl', 'sg', 'pl', 'sg', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'pl', 'pl']]","[['inst', 'acc', 'acc', 'loc', 'nom', 'nom', 'voc', 'gen', 'nom', 'dat', 'voc', 'acc', 'voc']]",['agreement'],['Bono'],"[(""Sonny'ego"", 'Bono')]",agreement,Bono,pl,voc
5779,473910,102302,sieci Web,sieć Web,['pl'],['gen'],['agreement'],['sieć'],"[('sieci', 'Web')]",agreement,sieć,pl,gen
5780,283924,102302,Hodży Keenowi,Hodża Keen,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['Hodża'],"[('Hodży', 'Keenowi')]",agreement,Hodża,sg,gen
5780,283924,102302,Hodży Keenowi,Hodża Keen,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['Hodża'],"[('Hodży', 'Keenowi')]",agreement,Hodża,sg,loc
5780,283924,102302,Hodży Keenowi,Hodża Keen,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['Hodża'],"[('Hodży', 'Keenowi')]",agreement,Hodża,sg,dat
5781,473911,102302,sieci Web 2.0,sieć Web 2.0,"['pl', ['sg', 'sg', 'pl']]","['gen', ['acc', 'nom', 'gen']]","['agreement', 'government']","['sieć', 'Web']","[('sieci', 'Web'), ('Web', '2.0')]",government,Web,sg,acc
5781,473911,102302,sieci Web 2.0,sieć Web 2.0,"['pl', ['sg', 'sg', 'pl']]","['gen', ['acc', 'nom', 'gen']]","['agreement', 'government']","['sieć', 'Web']","[('sieci', 'Web'), ('Web', '2.0')]",government,Web,sg,nom
5781,473911,102302,sieci Web 2.0,sieć Web 2.0,"['pl', ['sg', 'sg', 'pl']]","['gen', ['acc', 'nom', 'gen']]","['agreement', 'government']","['sieć', 'Web']","[('sieci', 'Web'), ('Web', '2.0')]",government,Web,pl,gen
5784,473926,102310,igrzysk w Pekinie,igrzyska w Pekinie,"[['pl'], None]","[['gen'], None]","['government', None]","['igrzyska', None]","[('igrzysk', 'w'), ('w', 'Pekinie')]",government,igrzyska,pl,gen
5785,283963,102312,Olivera Williamsona,Oliver Williamson,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Oliver'],"[('Olivera', 'Williamsona')]",agreement,Oliver,sg,acc
5785,283963,102312,Olivera Williamsona,Oliver Williamson,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Oliver'],"[('Olivera', 'Williamsona')]",agreement,Oliver,sg,gen
5787,473931,102312,ekonomii mikro,ekonomia mikro,"[['sg', 'sg', 'sg', 'pl']]","[['gen', 'loc', 'dat', 'gen']]",['agreement'],['ekonomia'],"[('ekonomii', 'mikro')]",agreement,ekonomia,pl,gen
5787,473931,102312,ekonomii mikro,ekonomia mikro,"[['sg', 'sg', 'sg', 'pl']]","[['gen', 'loc', 'dat', 'gen']]",['agreement'],['ekonomia'],"[('ekonomii', 'mikro')]",agreement,ekonomia,sg,loc
5787,473931,102312,ekonomii mikro,ekonomia mikro,"[['sg', 'sg', 'sg', 'pl']]","[['gen', 'loc', 'dat', 'gen']]",['agreement'],['ekonomia'],"[('ekonomii', 'mikro')]",agreement,ekonomia,sg,dat
5787,473931,102312,ekonomii mikro,ekonomia mikro,"[['sg', 'sg', 'sg', 'pl']]","[['gen', 'loc', 'dat', 'gen']]",['agreement'],['ekonomia'],"[('ekonomii', 'mikro')]",agreement,ekonomia,sg,gen
5788,473937,102314,Końca Kryzysu,Koniec Kryzysu,['sg'],['gen'],['agreement'],['Koniec'],"[('Końca', 'Kryzysu')]",agreement,Koniec,sg,gen
5793,284028,102314,Kuby Wandachowicza,Kuba Wandachowicz,['sg'],['gen'],['agreement'],['Wandachowicz'],"[('Kuby', 'Wandachowicza')]",agreement,Wandachowicz,sg,gen
5796,473946,102346,stron internetowych,strony internetowe,['pl'],['gen'],['agreement'],['strony'],"[('stron', 'internetowych')]",agreement,strony,pl,gen
5798,484659,102348,stosunków homoseksualnych,stosunki homoseksualne,['pl'],['gen'],['agreement'],['stosunki'],"[('stosunków', 'homoseksualnych')]",agreement,stosunki,pl,gen
5800,474590,102352,Zamku Królewskiego,Zamek Królewski,['sg'],['gen'],['agreement'],['Zamek'],"[('Zamku', 'Królewskiego')]",agreement,Zamek,sg,gen
5802,337500,102352,Pałacu Kultury,Pałac Kultury,['sg'],['gen'],['agreement'],['Pałac'],"[('Pałacu', 'Kultury')]",agreement,Pałac,sg,gen
5809,340025,102353,Konwentu Seniorów Sejmu,Konwent Seniorów Sejmu,"[['sg'], None]","[['gen'], None]","['government', None]","['Konwent', None]","[('Konwentu', 'Seniorów'), ('Seniorów', 'Sejmu')]",government,Konwent,sg,gen
5811,484662,102353,Prokuratury Krajowej,Prokuratura Krajowa,['sg'],['gen'],['agreement'],['Prokuratura'],"[('Prokuratury', 'Krajowej')]",agreement,Prokuratura,sg,gen
5813,484667,102353,ministra Zbigniewa Ziobro,minister Zbigniew Ziobro,"[['sg', 'sg'], 'sg']","[['acc', 'gen'], 'acc']","['agreement', 'agreement']","['minister', 'Zbigniew']","[('ministra', 'Zbigniewa'), ('Zbigniewa', 'Ziobro')]",agreement,minister,sg,acc
5814,337526,102353,Zbigniewa Ziobro,Zbigniew Ziobro,['sg'],['acc'],['agreement'],['Zbigniew'],"[('Zbigniewa', 'Ziobro')]",agreement,Zbigniew,sg,acc
5816,484668,102353,prokuratora krajowego Janusza Kaczmarka,prokurator krajowy Janusz Kaczmarek,"[['sg', 'sg'], ['sg', 'sg'], ['sg', 'sg']]","[['acc', 'gen'], ['acc', 'gen'], ['acc', 'gen']]","['agreement', 'agreement', 'agreement']","['prokurator', 'Janusz', 'Janusz']","[('prokuratora', 'krajowego'), ('krajowego', 'Janusza'), ('Janusza', 'Kaczmarka')]",agreement,prokurator,sg,acc
5816,484668,102353,prokuratora krajowego Janusza Kaczmarka,prokurator krajowy Janusz Kaczmarek,"[['sg', 'sg'], ['sg', 'sg'], ['sg', 'sg']]","[['acc', 'gen'], ['acc', 'gen'], ['acc', 'gen']]","['agreement', 'agreement', 'agreement']","['prokurator', 'Janusz', 'Janusz']","[('prokuratora', 'krajowego'), ('krajowego', 'Janusza'), ('Janusza', 'Kaczmarka')]",agreement,prokurator,sg,gen
5823,340030,102354,radę nadzorczą Polskiego Radia,rada nadzorcza Polskiego Radia,"['sg', 'sg', 'sg']","['acc', 'acc', 'gen']","['agreement', 'agreement', 'agreement']","['rada', 'nadzorcza', 'Radia']","[('radę', 'nadzorczą'), ('nadzorczą', 'Polskiego'), ('Polskiego', 'Radia')]",agreement,rada,sg,acc
5824,340037,102354,rady nadzorczej Polskiego Radia,rada nadzorcza Polskiego Radia,"['sg', 'sg', 'sg']","['gen', 'gen', 'gen']","['agreement', 'agreement', 'agreement']","['rada', 'nadzorcza', 'Radia']","[('rady', 'nadzorczej'), ('nadzorczej', 'Polskiego'), ('Polskiego', 'Radia')]",agreement,rada,sg,gen
5827,484677,102354,fundacji Media Pro Bono,fundacja Media Pro Bono,"[['pl', 'sg', 'sg', 'sg'], ['pl', 'pl', 'pl'], ['sg.pl', 'sg', 'sg.pl', 'sg.pl', 'sg', 'pl', 'sg', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'pl', 'pl']]","[['gen', 'loc', 'dat', 'gen'], ['acc', 'voc', 'nom'], ['inst', 'acc', 'acc', 'loc', 'nom', 'nom', 'voc', 'gen', 'nom', 'dat', 'voc', 'acc', 'voc']]","['government', 'government', 'government']","['fundacja', 'Media', 'Bono']","[('fundacji', 'Media'), ('Media', 'Pro'), ('Pro', 'Bono')]",government,fundacja,pl,gen
5827,484677,102354,fundacji Media Pro Bono,fundacja Media Pro Bono,"[['pl', 'sg', 'sg', 'sg'], ['pl', 'pl', 'pl'], ['sg.pl', 'sg', 'sg.pl', 'sg.pl', 'sg', 'pl', 'sg', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'pl', 'pl']]","[['gen', 'loc', 'dat', 'gen'], ['acc', 'voc', 'nom'], ['inst', 'acc', 'acc', 'loc', 'nom', 'nom', 'voc', 'gen', 'nom', 'dat', 'voc', 'acc', 'voc']]","['government', 'government', 'government']","['fundacja', 'Media', 'Bono']","[('fundacji', 'Media'), ('Media', 'Pro'), ('Pro', 'Bono')]",government,fundacja,sg,loc
5827,484677,102354,fundacji Media Pro Bono,fundacja Media Pro Bono,"[['pl', 'sg', 'sg', 'sg'], ['pl', 'pl', 'pl'], ['sg.pl', 'sg', 'sg.pl', 'sg.pl', 'sg', 'pl', 'sg', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'pl', 'pl']]","[['gen', 'loc', 'dat', 'gen'], ['acc', 'voc', 'nom'], ['inst', 'acc', 'acc', 'loc', 'nom', 'nom', 'voc', 'gen', 'nom', 'dat', 'voc', 'acc', 'voc']]","['government', 'government', 'government']","['fundacja', 'Media', 'Bono']","[('fundacji', 'Media'), ('Media', 'Pro'), ('Pro', 'Bono')]",government,fundacja,sg,dat
5827,484677,102354,fundacji Media Pro Bono,fundacja Media Pro Bono,"[['pl', 'sg', 'sg', 'sg'], ['pl', 'pl', 'pl'], ['sg.pl', 'sg', 'sg.pl', 'sg.pl', 'sg', 'pl', 'sg', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'pl', 'pl']]","[['gen', 'loc', 'dat', 'gen'], ['acc', 'voc', 'nom'], ['inst', 'acc', 'acc', 'loc', 'nom', 'nom', 'voc', 'gen', 'nom', 'dat', 'voc', 'acc', 'voc']]","['government', 'government', 'government']","['fundacja', 'Media', 'Bono']","[('fundacji', 'Media'), ('Media', 'Pro'), ('Pro', 'Bono')]",government,fundacja,sg,gen
5830,337599,102354,Krzysztofa Fedorowicza,Krzysztof Fedorowicz,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Krzysztof'],"[('Krzysztofa', 'Fedorowicza')]",agreement,Krzysztof,sg,acc
5830,337599,102354,Krzysztofa Fedorowicza,Krzysztof Fedorowicz,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Krzysztof'],"[('Krzysztofa', 'Fedorowicza')]",agreement,Krzysztof,sg,gen
5833,337598,102354,Radia Kielce,Radio Kielce,"[['pl', 'pl', 'pl']]","[['acc', 'voc', 'nom']]",['agreement'],['Radio'],"[('Radia', 'Kielce')]",agreement,Radio,pl,acc
5833,337598,102354,Radia Kielce,Radio Kielce,"[['pl', 'pl', 'pl']]","[['acc', 'voc', 'nom']]",['agreement'],['Radio'],"[('Radia', 'Kielce')]",agreement,Radio,pl,voc
5833,337598,102354,Radia Kielce,Radio Kielce,"[['pl', 'pl', 'pl']]","[['acc', 'voc', 'nom']]",['agreement'],['Radio'],"[('Radia', 'Kielce')]",agreement,Radio,pl,nom
5834,337602,102354,Funduszu Gwarantowanych Świadczeń Pracowniczych,Fundusz Gwarantowanych Świadczeń Pracowniczych,"[['sg', 'sg', 'sg'], 'pl', 'pl']","[['voc', 'loc', 'gen'], 'gen', 'gen']","['government', 'agreement', 'agreement']","['Fundusz', 'Gwarantowanych', 'Świadczeń']","[('Funduszu', 'Gwarantowanych'), ('Gwarantowanych', 'Świadczeń'), ('Świadczeń', 'Pracowniczych')]",government,Fundusz,sg,voc
5834,337602,102354,Funduszu Gwarantowanych Świadczeń Pracowniczych,Fundusz Gwarantowanych Świadczeń Pracowniczych,"[['sg', 'sg', 'sg'], 'pl', 'pl']","[['voc', 'loc', 'gen'], 'gen', 'gen']","['government', 'agreement', 'agreement']","['Fundusz', 'Gwarantowanych', 'Świadczeń']","[('Funduszu', 'Gwarantowanych'), ('Gwarantowanych', 'Świadczeń'), ('Świadczeń', 'Pracowniczych')]",government,Fundusz,sg,loc
5834,337602,102354,Funduszu Gwarantowanych Świadczeń Pracowniczych,Fundusz Gwarantowanych Świadczeń Pracowniczych,"[['sg', 'sg', 'sg'], 'pl', 'pl']","[['voc', 'loc', 'gen'], 'gen', 'gen']","['government', 'agreement', 'agreement']","['Fundusz', 'Gwarantowanych', 'Świadczeń']","[('Funduszu', 'Gwarantowanych'), ('Gwarantowanych', 'Świadczeń'), ('Świadczeń', 'Pracowniczych')]",government,Fundusz,sg,gen
5836,337606,102354,Banku Zachodnim,Bank Zachodni,['sg'],['loc'],['agreement'],['Bank'],"[('Banku', 'Zachodnim')]",agreement,Bank,sg,loc
5848,337648,102355,Gabrielli Lesser,Gabriella Lesser,"[['pl', 'sg', 'sg', 'sg']]","[['gen', 'loc', 'dat', 'gen']]",['government'],['Gabriella'],"[('Gabrielli', 'Lesser')]",government,Gabriella,pl,gen
5848,337648,102355,Gabrielli Lesser,Gabriella Lesser,"[['pl', 'sg', 'sg', 'sg']]","[['gen', 'loc', 'dat', 'gen']]",['government'],['Gabriella'],"[('Gabrielli', 'Lesser')]",government,Gabriella,sg,loc
5848,337648,102355,Gabrielli Lesser,Gabriella Lesser,"[['pl', 'sg', 'sg', 'sg']]","[['gen', 'loc', 'dat', 'gen']]",['government'],['Gabriella'],"[('Gabrielli', 'Lesser')]",government,Gabriella,sg,dat
5848,337648,102355,Gabrielli Lesser,Gabriella Lesser,"[['pl', 'sg', 'sg', 'sg']]","[['gen', 'loc', 'dat', 'gen']]",['government'],['Gabriella'],"[('Gabrielli', 'Lesser')]",government,Gabriella,sg,gen
5851,484680,102355,prezydenta Lecha Kaczyńskiego,prezydent Lecha Kaczyński,"[['sg', 'sg'], ['sg', 'sg']]","[['acc', 'gen'], ['acc', 'gen']]","['agreement', 'agreement']","['prezydent', 'Lecha']","[('prezydenta', 'Lecha'), ('Lecha', 'Kaczyńskiego')]",agreement,prezydent,sg,acc
5851,484680,102355,prezydenta Lecha Kaczyńskiego,prezydent Lecha Kaczyński,"[['sg', 'sg'], ['sg', 'sg']]","[['acc', 'gen'], ['acc', 'gen']]","['agreement', 'agreement']","['prezydent', 'Lecha']","[('prezydenta', 'Lecha'), ('Lecha', 'Kaczyńskiego')]",agreement,prezydent,sg,gen
5852,337622,102355,Lecha Kaczyńskiego,Lech Kaczyński,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Lech'],"[('Lecha', 'Kaczyńskiego')]",agreement,Lech,sg,acc
5852,337622,102355,Lecha Kaczyńskiego,Lech Kaczyński,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Lech'],"[('Lecha', 'Kaczyńskiego')]",agreement,Lech,sg,gen
5854,484688,102356,Telewizję publiczną,Telewizja publiczna,['sg'],['acc'],['agreement'],['Telewizja'],"[('Telewizję', 'publiczną')]",agreement,Telewizja,sg,acc
5856,484685,102356,Marka Piwowskiego,Marek Piwowski,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Marek'],"[('Marka', 'Piwowskiego')]",agreement,Marek,sg,acc
5856,484685,102356,Marka Piwowskiego,Marek Piwowski,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Marek'],"[('Marka', 'Piwowskiego')]",agreement,Marek,sg,gen
5857,484687,102356,abonamentu TV,abonament TV,[['sg']],[['gen']],['government'],['abonament'],"[('abonamentu', 'TV')]",government,abonament,sg,gen
5859,342803,102359,Europy wschodniej,Europa wschodnia,['sg'],['gen'],['agreement'],['Europa'],"[('Europy', 'wschodniej')]",agreement,Europa,sg,gen
5867,484703,102360,armię Kongresówki,armia Kongresówki,[['sg']],[['acc']],['government'],['armia'],"[('armię', 'Kongresówki')]",government,armia,sg,acc
5869,484710,102361,losów świata,losy świata,[['pl']],[['gen']],['government'],['losy'],"[('losów', 'świata')]",government,losy,pl,gen
5870,484713,102361,komunikacji medialnej,komunikacja medialna,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['komunikacja'],"[('komunikacji', 'medialnej')]",agreement,komunikacja,sg,gen
